WPO (BAO);Peildatum:;1-10-2016;Bijgewerkt tot:;15-10-2016;;;Actieve inschrijvingen;;;;;;;waarvan bekostigd;;;;;;;waarvan niet bekostigd;;;;;;
BRIN_NUMMER;VESTIGINGSNUMMER;NAAM_INSTELLING;GEMEENTENAAM;PROVINCIE;SWV;BEVOEGD_GEZAG_NUMMER;TOTAAL;TOTAAL_JONGER_8;TOTAAL_8_EO;TOTAAL_GEW00;TOTAAL_GEW03;TOTAAL_GEW12;TOTAAL_NOAT;TOTAAL_BEKOSTIGD;BEK_JONGER_8;BEK_8_EO;BEK_GEW00;BEK_GEW03;BEK_GEW12;BEK_NOAT;TOTAAL_NIET_BEKOSTIGD;NIETBEK_JONGER_8;NIETBEK_8_EO;NIETBEK_GEW00;NIETBEK_GEW03;NIETBEK_GEW12;NIETBEK_NOAT
13XW;1;Het Hoeltien, loc. Oostenbrink;HOOGEVEEN;Drenthe;PO2203;42557;68;31;37;45;20;3;0;68;31;37;45;20;3;0;0;0;0;0;0;0;0
13XW;2;Het Hoeltien, loc. Oostenbrink;HOOGEVEEN;Drenthe;PO2203;42557;31;16;15;29;2;0;1;31;16;15;29;2;0;1;0;0;0;0;0;0;0
13XX;0;SWS De Gavelander;LEEK;Groningen;PO2001;41846;75;32;43;74;1;0;1;75;32;43;74;1;0;1;0;0;0;0;0;0;0
13YA;0;Basisschool de Pikeloer;LITTENSERADIEL;Friesland;PO2101;41856;35;22;13;33;2;0;0;35;22;13;33;2;0;0;0;0;0;0;0;0;0
13YD;0;Vl. Dagsch. Erasmus;VLAARDINGEN;Zuid-Holland;PO2807;41535;315;134;181;245;22;48;18;315;134;181;245;22;48;18;0;0;0;0;0;0;0
13YH;0;Master Frankeskoalle;TYTSJERKSTERADIEL;Friesland;PO2101;13839;42;20;22;42;0;0;0;42;20;22;42;0;0;0;0;0;0;0;0;0;0
13YI;0;Basisschool Heidepolle;WESTSTELLINGWERF;Friesland;PO2101;41631;240;121;119;224;12;4;13;240;121;119;224;12;4;13;0;0;0;0;0;0;0
13YL;0;Freinetsch Delft Opb Bso;DELFT;Zuid-Holland;PO2802;41441;438;228;210;435;3;0;47;438;228;210;435;3;0;47;0;0;0;0;0;0;0
13YM;0;OBS de Hobbitstee;EINDHOVEN;Noord-Brabant;PO3007;41248;173;90;83;162;8;3;19;173;90;83;162;8;3;19;0;0;0;0;0;0;0
13YO;0;De Botter;RIDDERKERK;Zuid-Holland;PO2805;42709;243;117;126;216;19;8;17;243;117;126;216;19;8;17;0;0;0;0;0;0;0
13YQ;0;Basissch de Plattenburg;DOETINCHEM;Gelderland;PO2503;41371;293;152;141;272;11;10;15;293;152;141;272;11;10;15;0;0;0;0;0;0;0
13YR;0;WereldKidz Tweesprong;STICHTSE VECHT;Utrecht;PO2604;41496;528;259;269;503;12;13;18;528;259;269;503;12;13;18;0;0;0;0;0;0;0
13YT;0;Burg van Bommelschool;BINNENMAAS;Zuid-Holland;PO2804;41444;55;25;30;54;1;0;0;55;25;30;54;1;0;0;0;0;0;0;0;0;0
13YV;0;De Aquarel;ZWOLLE;Overijssel;PO2305;40934;302;179;123;286;9;7;11;302;179;123;286;9;7;11;0;0;0;0;0;0;0
13YW;0;RK Bs de Vossenberg;SCHIJNDEL;Noord-Brabant;PO3005;40874;136;60;76;107;24;5;15;136;60;76;107;24;5;15;0;0;0;0;0;0;0
13YX;0;Het Baken;CAPELLE AAN DEN IJSSEL;Zuid-Holland;PO2818;43227;368;211;157;327;34;7;81;367;210;157;326;34;7;81;1;1;0;1;0;0;0
13YZ;0;Da Costaschool v BSO;ROTTERDAM;Zuid-Holland;PO2806;47595;172;88;84;131;8;33;12;172;88;84;131;8;33;12;0;0;0;0;0;0;0
13YZ;1;Da Costaschool v BSO;ROTTERDAM;Zuid-Holland;PO2806;47595;310;137;173;195;39;76;227;310;137;173;195;39;76;227;0;0;0;0;0;0;0
13ZB;0;De Tamarisk;DRONTEN;Flevoland;PO2403;42600;241;114;127;217;21;3;2;241;114;127;217;21;3;2;0;0;0;0;0;0;0
13ZE;0;Het Kristal;RIJSWIJK;Zuid-Holland;PO2815;20281;169;92;77;130;11;28;102;169;92;77;130;11;28;102;0;0;0;0;0;0;0
13ZF;0;PC Basissch Pr Bernhard;ERMELO;Gelderland;PO2509;76819;183;82;101;169;9;5;7;183;82;101;169;9;5;7;0;0;0;0;0;0;0
13ZG;0;Bs Willem Alexander;RIJSSEN-HOLTEN;Overijssel;PO2301;77196;224;109;115;205;17;2;6;224;109;115;205;17;2;6;0;0;0;0;0;0;0
13ZJ;0;PC BS Oranje Nassau;KATWIJK;Zuid-Holland;PO2812;80095;224;119;105;201;18;5;4;224;119;105;201;18;5;4;0;0;0;0;0;0;0
13ZL;0;Obs de Riemsloot;OOSTSTELLINGWERF;Friesland;PO2101;41631;219;95;124;201;17;1;1;219;95;124;201;17;1;1;0;0;0;0;0;0;0
13ZM;0;OBS Beatrix-school;STEENWIJKERLAND;Overijssel;PO2203;41816;213;71;142;188;13;12;18;213;71;142;188;13;12;18;0;0;0;0;0;0;0
13ZN;0;Pleiaden-School;VELSEN;Noord-Holland;PO2711;41375;285;153;132;258;22;5;13;285;153;132;258;22;5;13;0;0;0;0;0;0;0
13ZO;0;Obs de Hoorn;NISSEWAARD;Zuid-Holland;PO2808;41570;55;30;25;51;2;2;3;55;30;25;51;2;2;3;0;0;0;0;0;0;0
13ZR;0;Hagenhof-School;STADSKANAAL;Groningen;PO2001;41780;179;90;89;159;13;7;0;179;90;89;159;13;7;0;0;0;0;0;0;0;0
13ZS;0;Jan Campert;NISSEWAARD;Zuid-Holland;PO2808;41639;225;125;100;164;36;25;76;225;125;100;164;36;25;76;0;0;0;0;0;0;0
13ZW;0;BS De Boge;OPSTERLAND;Friesland;PO2101;41806;73;33;40;67;6;0;0;73;33;40;67;6;0;0;0;0;0;0;0;0;0
13ZY;0;De Regenboog;S GRAVENHAGE;Zuid-Holland;PO2815;20281;647;313;334;499;60;88;251;644;312;332;498;58;88;251;3;1;2;1;2;0;0
14AB;0;Basissch De Wieken;NIJMEGEN;Gelderland;PO2507;47100;220;121;99;172;23;25;52;220;121;99;172;23;25;52;0;0;0;0;0;0;0
14AD;0;CBS De Regenboog;NOORDOOSTPOLDER;Flevoland;PO2402;52274;51;18;33;47;3;1;2;51;18;33;47;3;1;2;0;0;0;0;0;0;0
14AE;0;RK Bs het Bossche Broek;S HERTOGENBOSCH;Noord-Brabant;PO3005;74049;553;295;258;540;9;4;63;553;295;258;540;9;4;63;0;0;0;0;0;0;0
14AG;0;Willem van Oranjeschool;HAARLEM;Noord-Holland;PO2704;85255;177;96;81;158;15;4;2;177;96;81;158;15;4;2;0;0;0;0;0;0;0
14AH;0;BS De Steenenkamer;PUTTEN;Gelderland;PO2509;40862;35;15;20;31;4;0;0;35;15;20;31;4;0;0;0;0;0;0;0;0;0
14AI;0;Noordmansschool;AMSTERDAM;Noord-Holland;PO2707;81316;268;79;189;187;11;70;230;265;79;186;185;11;69;229;3;0;3;2;0;1;1
14AL;0;OBS De Poolster;BORGER-ODOORN;Drenthe;PO2202;42554;119;63;56;89;20;10;7;119;63;56;89;20;10;7;0;0;0;0;0;0;0
14AR;0;Obs Klimop;STEDE BROEC;Noord-Holland;PO2702;13662;107;52;55;103;4;0;2;106;51;55;102;4;0;2;1;1;0;1;0;0;0
14AS;0;Baggelhuizenschool;ASSEN;Drenthe;PO2201;42719;158;68;90;143;14;1;3;158;68;90;143;14;1;3;0;0;0;0;0;0;0
14AZ;0;Het Kleurrijk;SCHIEDAM;Zuid-Holland;PO2807;41567;224;109;115;177;22;25;89;223;108;115;177;21;25;88;1;1;0;0;1;0;1
14BB;0;Windhoek;ALMELO;Overijssel;PO2301;41522;588;294;294;543;37;8;18;587;294;293;542;37;8;18;1;0;1;1;0;0;0
14BC;0;Het Schateiland;KRIMPENERWAARD;Zuid-Holland;PO2814;41401;166;83;83;143;17;6;10;166;83;83;143;17;6;10;0;0;0;0;0;0;0
14BD;0;OBS Jan Ligthart;DELFZIJL;Groningen;PO2001;41574;111;49;62;93;13;5;6;111;49;62;93;13;5;6;0;0;0;0;0;0;0
14BG;0;BS Het Veenpluis;LEEK;Groningen;PO2001;41846;115;55;60;110;5;0;1;115;55;60;110;5;0;1;0;0;0;0;0;0;0
14BJ;0;BS IT Pertoer;LITTENSERADIEL;Friesland;PO2101;41856;66;36;30;66;0;0;0;66;36;30;66;0;0;0;0;0;0;0;0;0;0
14BL;0;OBS De Vennegotte;LOCHEM;Gelderland;PO2501;42561;156;70;86;143;7;6;12;156;70;86;143;7;6;12;0;0;0;0;0;0;0
14BO;0;De Optimist;HEERENVEEN;Friesland;PO2101;41573;156;81;75;146;2;8;23;156;81;75;146;2;8;23;0;0;0;0;0;0;0
14BP;0;Thrimwalda;TYTSJERKSTERADIEL;Friesland;PO2101;41735;79;39;40;76;0;3;2;79;39;40;76;0;3;2;0;0;0;0;0;0;0
14BQ;0;Wolvega Zuid;WESTSTELLINGWERF;Friesland;PO2101;41631;87;46;41;62;9;16;16;87;46;41;62;9;16;16;0;0;0;0;0;0;0
14BT;0;OBS Cornelis Jetses;EINDHOVEN;Noord-Brabant;PO3007;41248;206;96;110;154;14;38;149;206;96;110;154;14;38;149;0;0;0;0;0;0;0
14BV;0;De Noord;RIDDERKERK;Zuid-Holland;PO2805;42709;229;112;117;180;34;15;43;229;112;117;180;34;15;43;0;0;0;0;0;0;0
14BW;0;OBS De Wyken;SUDWEST-FRYSLAN;Friesland;PO2101;42546;406;225;181;357;28;21;46;405;224;181;356;28;21;45;1;1;0;1;0;0;1
14BZ;0;De Boomgaard;BINNENMAAS;Zuid-Holland;PO2804;41444;175;76;99;173;2;0;1;175;76;99;173;2;0;1;0;0;0;0;0;0;0
14CA;0;De Wending;NOORDOOSTPOLDER;Flevoland;PO2402;40662;60;29;31;53;1;6;5;60;29;31;53;1;6;5;0;0;0;0;0;0;0
14CI;0;Kbs De Boomgaard;BREDA;Noord-Brabant;PO3003;41407;772;381;391;688;48;36;130;770;380;390;686;48;36;130;2;1;1;2;0;0;0
14CL;0;Waalse School;ROTTERDAM;Zuid-Holland;PO2806;74531;479;272;207;398;39;42;167;479;272;207;398;39;42;167;0;0;0;0;0;0;0
14CM;0;PC Basissch Kon Juliana;ERMELO;Gelderland;PO2509;76819;197;82;115;192;1;4;4;197;82;115;192;1;4;4;0;0;0;0;0;0;0
14CR;0;PC Basisschool Juliana;KATWIJK;Zuid-Holland;PO2812;80095;233;117;116;216;15;2;5;233;117;116;216;15;2;5;0;0;0;0;0;0;0
14CW;0;De Woldschool;STEENWIJKERLAND;Overijssel;PO2203;41816;34;16;18;25;6;3;2;34;16;18;25;6;3;2;0;0;0;0;0;0;0
14CX;0;De Vuurtoren;VELSEN;Noord-Holland;PO2711;41375;167;92;75;137;19;11;17;167;92;75;137;19;11;17;0;0;0;0;0;0;0
14CY;0;OBS Nieuwe Wisselse Sch;EPE;Gelderland;PO2509;41345;82;33;49;65;5;12;34;82;33;49;65;5;12;34;0;0;0;0;0;0;0
14DF;0;WereldKidz Het Spoor;ZEIST;Utrecht;PO2603;41496;339;167;172;338;1;0;4;339;167;172;338;1;0;4;0;0;0;0;0;0;0
14DG;0;Willemspark;S GRAVENHAGE;Zuid-Holland;PO2815;95694;258;111;147;257;1;0;64;257;110;147;256;1;0;63;1;1;0;1;0;0;1
14DI;0;Basisschool Het Octaaf;NIJMEGEN;Gelderland;PO2507;47100;288;143;145;199;30;59;181;288;143;145;199;30;59;181;0;0;0;0;0;0;0
14DJ;0;Titus Brandsmaschool;DELFT;Zuid-Holland;PO2802;40928;227;107;120;202;10;15;67;227;107;120;202;10;15;67;0;0;0;0;0;0;0
14DK;0;BS De Triangel;GULPEN-WITTEM;Limburg;PO3105;41506;271;142;129;258;7;6;5;271;142;129;258;7;6;5;0;0;0;0;0;0;0
14DL;0;CBS Het Lichtschip;NOORDOOSTPOLDER;Flevoland;PO2402;52274;100;53;47;97;3;0;1;100;53;47;97;3;0;1;0;0;0;0;0;0;0
14DN;0;Basisschool De Boog;EINDHOVEN;Noord-Brabant;PO3007;40378;267;159;108;235;15;17;80;267;159;108;235;15;17;80;0;0;0;0;0;0;0
14DO;0;Koningin Emmaschool;HAARLEM;Noord-Holland;PO2704;85255;492;266;226;492;0;0;0;491;265;226;491;0;0;0;1;1;0;1;0;0;0
14DP;0;Atlantis;AMSTERDAM;Noord-Holland;PO2707;81316;214;120;94;195;3;16;117;214;120;94;195;3;16;117;0;0;0;0;0;0;0
14DS;0;De Dijk;DEN HELDER;Noord-Holland;PO2701;41858;241;122;119;193;42;6;42;241;122;119;193;42;6;42;0;0;0;0;0;0;0
14DU;0;Hobbitburcht;ALPHEN AAN DEN RIJN;Zuid-Holland;PO2813;41431;207;103;104;201;3;3;25;207;103;104;201;3;3;25;0;0;0;0;0;0;0
14DW;0;Nico Bulderschool;HOOGEZAND-SAPPEMEER;Groningen;PO2001;10426;190;93;97;143;26;21;40;190;93;97;143;26;21;40;0;0;0;0;0;0;0
14DZ;0;OBS Klim Op;CAPELLE AAN DEN IJSSEL;Zuid-Holland;PO2818;41545;180;74;106;129;25;26;89;180;74;106;129;25;26;89;0;0;0;0;0;0;0
14DZ;1;OBS Klim Op;CAPELLE AAN DEN IJSSEL;Zuid-Holland;PO2818;41545;97;49;48;56;4;37;57;97;49;48;56;4;37;57;0;0;0;0;0;0;0
14EB;0;De Rheder Enk;RHEDEN;Gelderland;PO2506;41617;180;115;65;170;3;7;27;180;115;65;170;3;7;27;0;0;0;0;0;0;0
14EC;0;Het Startblok;SCHIEDAM;Zuid-Holland;PO2807;41567;463;238;225;312;69;82;266;460;236;224;312;69;79;263;3;2;1;0;0;3;3
14EG;0;OBS Tasveld;DELFZIJL;Groningen;PO2001;41574;113;60;53;104;8;1;4;113;60;53;104;8;1;4;0;0;0;0;0;0;0
14EH;0;OBS Barraboech;FRANEKERADEEL;Friesland;PO2101;41361;35;21;14;32;3;0;3;35;21;14;32;3;0;3;0;0;0;0;0;0;0
14EJ;0;Finlandia;ROTTERDAM;Zuid-Holland;PO2806;41775;183;96;87;117;23;43;85;183;96;87;117;23;43;85;0;0;0;0;0;0;0
14EK;0;OBS Westerschool;VEENDAM;Groningen;PO2001;41780;315;155;160;302;12;1;1;315;155;160;302;12;1;1;0;0;0;0;0;0;0
14EL;0;i.B.S. IT Bynt;LITTENSERADIEL;Friesland;PO2101;41856;99;48;51;95;3;1;2;99;48;51;95;3;1;2;0;0;0;0;0;0;0
14EM;0;OBS De Toermalijn;LOCHEM;Gelderland;PO2501;42561;34;10;24;18;6;10;25;34;10;24;18;6;10;25;0;0;0;0;0;0;0
14EP;0;V Maasdijkschool;HEERENVEEN;Friesland;PO2101;41573;228;101;127;216;7;5;19;228;101;127;216;7;5;19;0;0;0;0;0;0;0
14EQ;0;IT Kruired;TYTSJERKSTERADIEL;Friesland;PO2101;41735;35;19;16;34;1;0;0;35;19;16;34;1;0;0;0;0;0;0;0;0;0
14ER;0;BS Tuindorp;WESTSTELLINGWERF;Friesland;PO2101;41631;115;67;48;112;3;0;4;115;67;48;112;3;0;4;0;0;0;0;0;0;0
14ET;0;OBS 1e Amstelveense Montessori;AMSTELVEEN;Noord-Holland;PO2708;41580;324;194;130;316;3;5;72;324;194;130;316;3;5;72;0;0;0;0;0;0;0
14EV;0;OBS De Ontmoeting;EINDHOVEN;Noord-Brabant;PO3007;41248;264;138;126;249;10;5;59;264;138;126;249;10;5;59;0;0;0;0;0;0;0
14EW;0;Obs de Wateringe;HELLEVOETSLUIS;Zuid-Holland;PO2808;41570;304;161;143;263;15;26;112;300;159;141;259;15;26;110;4;2;2;4;0;0;2
14EX;0;De Stroming;MIDDELBURG;Zeeland;PO2901;42610;272;129;143;188;31;53;83;272;129;143;188;31;53;83;0;0;0;0;0;0;0
14EZ;0;Epemaskoalle;SUDWEST-FRYSLAN;Friesland;PO2101;42546;102;42;60;99;3;0;2;102;42;60;99;3;0;2;0;0;0;0;0;0;0
14FA;0;Het Driespan;BINNENMAAS;Zuid-Holland;PO2804;41444;374;199;175;367;5;2;5;374;199;175;367;5;2;5;0;0;0;0;0;0;0
14FC;0;Vreewijkschool;ROTTERDAM;Zuid-Holland;PO2806;47595;242;115;127;192;33;17;83;242;115;127;192;33;17;83;0;0;0;0;0;0;0
14FD;0;Het Zuiderlicht;DRONTEN;Flevoland;PO2403;42600;153;89;64;127;24;2;2;153;89;64;127;24;2;2;0;0;0;0;0;0;0
14FE;0;Bs De Klaverhoek;MOERDIJK;Noord-Brabant;PO3002;41782;61;36;25;54;6;1;4;61;36;25;54;6;1;4;0;0;0;0;0;0;0
14FG;0;Basisschool Het Plein;ROTTERDAM;Zuid-Holland;PO2806;74531;155;68;87;110;22;23;95;153;66;87;109;22;22;93;2;2;0;1;0;1;2
14FH;0;PC BS De Klokbeker;ERMELO;Gelderland;PO2509;76819;380;193;187;379;1;0;0;380;193;187;379;1;0;0;0;0;0;0;0;0;0
14FI;0;Basisschool Johan Friso;RIJSSEN-HOLTEN;Overijssel;PO2301;77196;187;80;107;166;15;6;15;187;80;107;166;15;6;15;0;0;0;0;0;0;0
14FJ;0;DURV !;ALKMAAR;Noord-Holland;PO2703;40712;313;165;148;274;19;20;39;313;165;148;274;19;20;39;0;0;0;0;0;0;0
14FM;0;Chris Het Mozaiek;DELFT;Zuid-Holland;PO2802;83228;340;182;158;317;13;10;60;340;182;158;317;13;10;60;0;0;0;0;0;0;0
14FP;0;BS Gen Vd Bosch;STEENWIJKERLAND;Overijssel;PO2203;41816;81;35;46;76;4;1;1;81;35;46;76;4;1;1;0;0;0;0;0;0;0
14FQ;0;De Vliegende Hollander;VELSEN;Noord-Holland;PO2711;41375;228;102;126;179;29;20;4;228;102;126;179;29;20;4;0;0;0;0;0;0;0
14FR;0;BS De Vlasbloem;NISSEWAARD;Zuid-Holland;PO2808;42738;247;108;139;233;7;7;5;247;108;139;233;7;7;5;0;0;0;0;0;0;0
14FS;0;OPB Hoge Weerdschool;EPE;Gelderland;PO2509;41345;157;52;105;137;14;6;13;157;52;105;137;14;6;13;0;0;0;0;0;0;0
14FU;0;De Piramide;NISSEWAARD;Zuid-Holland;PO2808;41639;212;102;110;176;24;12;61;210;101;109;176;22;12;59;2;1;1;0;2;0;2
14FX;0;OBS De Tweemaster;GOES;Zeeland;PO2902;41670;112;58;54;54;22;36;87;112;58;54;54;22;36;87;0;0;0;0;0;0;0
14FY;0;BS De Wjukslach;OPSTERLAND;Friesland;PO2101;41806;119;62;57;114;5;0;0;119;62;57;114;5;0;0;0;0;0;0;0;0;0
14GD;0;Regenboog-School;DELFT;Zuid-Holland;PO2802;40928;168;76;92;157;7;4;1;168;76;92;157;7;4;1;0;0;0;0;0;0;0
14GE;0;BS St Franciscus;GULPEN-WITTEM;Limburg;PO3105;41506;33;18;15;33;0;0;2;33;18;15;33;0;0;2;0;0;0;0;0;0;0
14GF;0;CBS De Zeester;NOORDOOSTPOLDER;Flevoland;PO2402;52274;128;51;77;123;5;0;0;128;51;77;123;5;0;0;0;0;0;0;0;0;0
14GK;0;Dr H Bavinckschool;HAARLEM;Noord-Holland;PO2704;85255;464;262;202;452;9;3;0;464;262;202;452;9;3;0;0;0;0;0;0;0;0
14GL;0;De Kinderboom;AMSTERDAM;Noord-Holland;PO2707;81316;167;83;84;83;33;51;110;167;83;84;83;33;51;110;0;0;0;0;0;0;0
14GN;0;De Swetten;SMALLINGERLAND;Friesland;PO2101;41735;258;156;102;220;24;14;13;258;156;102;220;24;14;13;0;0;0;0;0;0;0
14GQ;0;W A Scholten-School;HOOGEZAND-SAPPEMEER;Groningen;PO2001;10426;88;50;38;79;5;4;1;87;49;38;79;5;3;1;1;1;0;0;0;1;0
14GR;0;OBS De Driemaster;ASSEN;Drenthe;PO2201;42719;112;58;54;93;5;14;32;112;58;54;93;5;14;32;0;0;0;0;0;0;0
14GU;0;obs De Carrousel;HEERHUGOWAARD;Noord-Holland;PO2703;41364;250;103;147;246;0;4;48;250;103;147;246;0;4;48;0;0;0;0;0;0;0
14GV;0;De Lappendeken;RHEDEN;Gelderland;PO2506;41617;115;49;66;115;0;0;2;114;49;65;114;0;0;2;1;0;1;1;0;0;0
14GW;0;De Taaltuin;SCHIEDAM;Zuid-Holland;PO2807;41567;207;105;102;158;8;41;146;206;105;101;158;8;40;145;1;0;1;0;0;1;1
14HA;0;OBS Nye Mj Tamsmaskoalle;FRANEKERADEEL;Friesland;PO2101;41361;67;35;32;64;3;0;0;67;35;32;64;3;0;0;0;0;0;0;0;0;0
14HB;0;BS De Blyberg;ROTTERDAM;Zuid-Holland;PO2806;41775;790;489;301;788;1;1;154;790;489;301;788;1;1;154;0;0;0;0;0;0;0
14HC;0;OPB Basisschool;VEENDAM;Groningen;PO2001;41780;109;52;57;88;20;1;0;109;52;57;88;20;1;0;0;0;0;0;0;0;0
14HD;0;OBS De Opslach;LITTENSERADIEL;Friesland;PO2101;41856;61;27;34;50;1;10;3;61;27;34;50;1;10;3;0;0;0;0;0;0;0
14HE;0;Obs de Branink;LOCHEM;Gelderland;PO2501;42561;253;103;150;248;5;0;1;253;103;150;248;5;0;1;0;0;0;0;0;0;0
14HJ;0;OBS de Opstap;TYTSJERKSTERADIEL;Friesland;PO2101;41735;88;34;54;88;0;0;0;88;34;54;88;0;0;0;0;0;0;0;0;0;0
14HK;0;Dorpsschool;WESTSTELLINGWERF;Friesland;PO2101;41631;100;42;58;76;14;10;25;100;42;58;76;14;10;25;0;0;0;0;0;0;0
14HM;0;Kindercampus King;AMSTELVEEN;Noord-Holland;PO2708;41580;298;157;141;273;6;19;144;298;157;141;273;6;19;144;0;0;0;0;0;0;0
14HO;0;OBS de Klapwiek;EINDHOVEN;Noord-Brabant;PO3007;41248;391;194;197;378;4;9;29;391;194;197;378;4;9;29;0;0;0;0;0;0;0
14HR;0;Piramide;RIDDERKERK;Zuid-Holland;PO2805;42709;329;157;172;282;23;24;75;329;157;172;282;23;24;75;0;0;0;0;0;0;0
14HS;0;Obs Het Roessink;DEVENTER;Overijssel;PO2303;41862;127;75;52;118;6;3;23;127;75;52;118;6;3;23;0;0;0;0;0;0;0
14HT;0;o.b.s. De Carrousel;NOORDOOSTPOLDER;Flevoland;PO2402;40662;50;23;27;20;4;26;25;50;23;27;20;4;26;25;0;0;0;0;0;0;0
14HU;0;Joh Bogermanschool v Bso;ROTTERDAM;Zuid-Holland;PO2806;47595;190;97;93;142;12;36;169;190;97;93;142;12;36;169;0;0;0;0;0;0;0
14HV;0;Het Kompas;DRONTEN;Flevoland;PO2403;42600;333;132;201;324;9;0;6;333;132;201;324;9;0;6;0;0;0;0;0;0;0
14HY;0;Arent Basisschool;ROTTERDAM;Zuid-Holland;PO2806;74531;345;190;155;285;4;56;205;341;186;155;282;3;56;204;4;4;0;3;1;0;1
14HZ;0;PC Basisschool Margriet;ERMELO;Gelderland;PO2509;76819;162;77;85;160;2;0;0;162;77;85;160;2;0;0;0;0;0;0;0;0;0
14IA;0;Basisschool Constantyn;RIJSSEN-HOLTEN;Overijssel;PO2301;77196;233;119;114;216;14;3;29;232;118;114;215;14;3;29;1;1;0;1;0;0;0
14IH;0;RK Basisschool Baandert;SITTARD-GELEEN;Limburg;PO3104;83280;143;68;75;91;37;15;8;142;68;74;90;37;15;8;1;0;1;1;0;0;0
14IK;0;OBS De SamenSprong;STEENWIJKERLAND;Overijssel;PO2203;41816;71;31;40;46;18;7;16;71;31;40;46;18;7;16;0;0;0;0;0;0;0
14IM;0;Meester Neuteboomschool;STADSKANAAL;Groningen;PO2001;41780;104;52;52;85;13;6;2;104;52;52;85;13;6;2;0;0;0;0;0;0;0
14IP;0;OBS Theo Thijssen;VLISSINGEN;Zeeland;PO2901;42610;415;210;205;404;4;7;53;415;210;205;404;4;7;53;0;0;0;0;0;0;0
14IQ;0;De Lege Geaen;SUDWEST-FRYSLAN;Friesland;PO2101;42546;38;14;24;35;2;1;1;38;14;24;35;2;1;1;0;0;0;0;0;0;0
14IS;0;BS de Flecht;OPSTERLAND;Friesland;PO2101;41806;88;39;49;78;3;7;3;88;39;49;78;3;7;3;0;0;0;0;0;0;0
14IW;0;Basisschool de Akker;NIJMEGEN;Gelderland;PO2507;47100;393;213;180;388;3;2;26;392;212;180;387;3;2;25;1;1;0;1;0;0;1
14IX;0;De Bonte Pael;DELFT;Zuid-Holland;PO2802;40928;187;106;81;174;11;2;23;187;106;81;174;11;2;23;0;0;0;0;0;0;0
14IY;0;RK Bs Sint Martinus;HEERLEN;Limburg;PO3106;41506;277;138;139;273;2;2;6;276;137;139;273;1;2;5;1;1;0;0;1;0;1
14JC;0;De Capelle;AMSTERDAM;Noord-Holland;PO2707;81316;224;133;91;180;38;6;48;224;133;91;180;38;6;48;0;0;0;0;0;0;0
14JC;1;De Capelle;AMSTERDAM;Noord-Holland;PO2707;81316;223;108;115;211;4;8;85;223;108;115;211;4;8;85;0;0;0;0;0;0;0
14JG;0;J. Albrondaschool;HOOGEZAND-SAPPEMEER;Groningen;PO2001;10426;25;12;13;23;2;0;0;23;10;13;22;1;0;0;2;2;0;1;1;0;0
14JI;0;Emmaschool;ASSEN;Drenthe;PO2201;42719;349;187;162;345;1;3;14;349;187;162;345;1;3;14;0;0;0;0;0;0;0
14JK;0;Obs de Octopus;CAPELLE AAN DEN IJSSEL;Zuid-Holland;PO2818;41545;191;94;97;134;27;30;104;189;94;95;132;27;30;103;2;0;2;2;0;0;1
14JR;0;De Margriet;ROTTERDAM;Zuid-Holland;PO2806;41775;559;309;250;541;15;3;107;559;309;250;541;15;3;107;0;0;0;0;0;0;0
14JW;0;Ekke de Haanschool;HEERENVEEN;Friesland;PO2101;41573;209;105;104;183;20;6;56;209;105;104;183;20;6;56;0;0;0;0;0;0;0
14JY;0;Sinnehonk;TYTSJERKSTERADIEL;Friesland;PO2101;41735;42;22;20;41;1;0;0;42;22;20;41;1;0;0;0;0;0;0;0;0;0
14JZ;0;De Lantscheene;WESTSTELLINGWERF;Friesland;PO2101;41631;41;13;28;40;1;0;1;41;13;28;40;1;0;1;0;0;0;0;0;0;0
14KG;0;Kindcentrum Rivierenwijk;DEVENTER;Overijssel;PO2303;42594;257;122;135;114;44;99;140;257;122;135;114;44;99;140;0;0;0;0;0;0;0
14KH;0;De Vlashoek;BINNENMAAS;Zuid-Holland;PO2804;41444;87;37;50;87;0;0;8;87;37;50;87;0;0;8;0;0;0;0;0;0;0
14KI;0;Roderik v Voorstschool;NOORDOOSTPOLDER;Flevoland;PO2402;40662;131;53;78;107;8;16;27;131;53;78;107;8;16;27;0;0;0;0;0;0;0
14KK;0;PCB De Parel;ROTTERDAM;Zuid-Holland;PO2806;47595;233;125;108;192;18;23;85;233;125;108;192;18;23;85;0;0;0;0;0;0;0
14KM;0;Ichthus;LELYSTAD;Flevoland;PO2403;60985;85;44;41;58;14;13;24;84;44;40;58;13;13;24;1;0;1;0;1;0;0
14KN;0;Kbs De Weerijs;BREDA;Noord-Brabant;PO3003;41407;151;80;71;91;20;40;60;151;80;71;91;20;40;60;0;0;0;0;0;0;0
14KP;0;Juliana v Stolbergschool;ROTTERDAM;Zuid-Holland;PO2806;74531;203;105;98;156;12;35;125;203;105;98;156;12;35;125;0;0;0;0;0;0;0
14KQ;0;PC Basisschool Irene;ERMELO;Gelderland;PO2509;76819;163;74;89;148;14;1;7;163;74;89;148;14;1;7;0;0;0;0;0;0;0
14KW;0;PC Bs Max Havelaar;DELFT;Zuid-Holland;PO2802;83228;417;212;205;412;4;1;36;417;212;205;412;4;1;36;0;0;0;0;0;0;0
